"","pkg","pub_date"
"19941","survML","2023-07-08"
"19942","survNMA","2025-01-31"
"19943","survobj","2023-12-01"
"19944","survout","2022-09-26"
"19945","survParamSim","2020-01-13"
"19946","survPen","2019-02-27"
"19947","survPresmooth","2010-06-02"
"19948","SurvRegCensCov","2014-01-15"
"19949","survregVB","2025-05-29"
"19950","survRM2","2015-03-16"
"19951","survRM2adapt","2018-05-08"
"19952","survRM2perm","2020-06-04"
"19953","survSAKK","2024-09-11"
"19954","survSens","2020-04-29"
"19955","survsim","2013-10-29"
"19956","survSNP","2012-04-08"
"19957","SurvSparse","2023-10-31"
"19958","survSpearman","2021-01-29"
"19959","survstan","2023-05-04"
"19960","SurvTrunc","2018-07-28"
"19961","SUSENAS","2024-11-26"
"19962","susieR","2021-06-02"
"19963","susographql","2024-01-17"
"19964","SUSY","2022-11-24"
"19965","sValues","2015-09-13"
"19966","svars","2017-11-09"
"19967","svd","2011-03-14"
"19968","svDialogs","2009-06-28"
"19969","svDialogstcltk","2013-01-28"
"19970","SVDMx","2025-02-07"
"19971","SVDNF","2022-10-11"
"19972","SveltePlots","2025-06-10"
"19973","SVEMnet","2024-11-20"
"19974","svenssonm","2017-08-03"
"19975","svglite","2015-12-09"
"19976","svgPanZoom","2015-07-16"
"19977","svgtools","2020-11-20"
"19978","svGUI","2009-01-23"
"19979","svgViewR","2014-12-28"
"19980","svHttp","2012-04-01"
"19981","svIDE","2009-01-23"
"19982","svines","2022-03-23"
"19983","svKomodo","2012-04-02"
"19984","SVMD","2024-09-16"
"19985","svMisc","2009-01-23"
"19986","SVMMaj","2011-01-13"
"19987","svmpath","2004-06-15"
"19988","SVN","2019-04-10"
"19989","svplots","2021-04-07"
"19990","svrep","2022-03-30"
"19991","svrpath","2018-04-05"
"19992","svs","2015-10-16"
"19993","svSocket","2009-01-23"
"19994","svSweave","2009-06-28"
"19995","svTools","2009-08-10"
"19996","svUnit","2009-06-28"
"19997","svWidgets","2009-06-28"
"19998","svycdiff","2024-08-20"
"19999","svycoxme","2025-05-09"
"20000","svydiags","2018-12-23"
"20001","svylme","2024-02-06"
"20002","SvyNom","2012-12-07"
"20003","svyROC","2024-10-25"
"20004","svyVarSel","2024-10-15"
"20005","svyVGAM","2020-09-30"
"20006","svyweight","2022-05-03"
"20007","swa","2017-10-18"
"20008","swag","2020-11-10"
"20009","swagger","2017-10-27"
"20010","swamp","2011-01-28"
"20011","swaprinc","2023-04-17"
"20012","swaRm","2023-01-11"
"20013","swaRmverse","2024-03-26"
"20014","swash","2025-02-13"
"20015","swatches","2017-12-21"
"20016","swCRTdesign","2016-12-23"
"20017","swdft","2018-07-30"
"20018","swdpwr","2020-10-26"
"20019","sweater","2021-11-19"
"20020","sweep","2017-07-04"
"20021","SweepDiscovery","2023-12-14"
"20022","sweidnumbr","2014-09-06"
"20023","swephR","2019-01-30"
"20024","swfscDAS","2020-06-30"
"20025","swfscMisc","2014-08-12"
"20026","swgee","2018-06-12"
"20027","SWIM","2019-07-19"
"20028","SwimmeR","2019-10-10"
"20029","swimplot","2021-01-25"
"20030","swipeR","2022-12-12"
"20031","swirl","2014-01-15"
"20032","swirlify","2015-11-30"
"20033","SwissAir","2005-07-30"
"20034","swissparl","2019-12-16"
"20035","switchcase","2020-05-08"
"20036","switchr","2015-06-03"
"20037","switchSelection","2023-05-03"
"20038","SWMPr","2015-04-01"
"20039","SWMPrExtension","2018-04-09"
"20040","SwPcIndex","2025-04-02"
"20041","SWTools","2021-09-06"
"20042","sylcount","2017-04-07"
"20043","syllabifyr","2018-07-10"
"20044","syllogi","2023-08-24"
"20045","sylly","2017-09-12"
"20046","sylly.en","2018-03-19"
"20047","sym.arma","2018-09-30"
"20048","symbol.equation.gpt","2023-03-21"
"20049","SymbolicDeterminants","2020-11-09"
"20050","symbolicQspray","2024-05-02"
"20051","symDMatrix","2017-05-08"
"20052","symengine","2020-04-28"
"20053","symmetry","2019-08-27"
"20054","symmoments","2010-02-02"
"20055","symphony","2021-08-05"
"20056","symptomcheckR","2024-01-12"
"20057","symSEM","2020-07-16"
"20058","SymTS","2021-11-15"
"20059","syn","2019-12-20"
"20060","synchronicity","2010-06-08"
"20061","synchrony","2014-01-27"
"20062","SynchWave","2013-06-13"
"20063","SyncMove","2015-10-13"
"20064","SyncRNG","2016-10-16"
"20065","SynDI","2022-05-25"
"20066","SynergyLMM","2025-02-06"
"20067","synMicrodata","2023-02-06"
"20068","synr","2021-11-24"
"20069","syntaxr","2019-04-06"
"20070","syntenyPlotteR","2023-10-03"
"20071","Synth","2007-02-11"
"20072","synthesis","2020-11-05"
"20073","synthesisr","2020-06-03"
"20074","synthesizer","2024-06-13"
"20075","SynthETIC","2020-08-24"
"20076","synthpop","2014-08-18"
"20077","SynthTools","2019-09-04"
"20078","syrup","2024-07-09"
"20079","sys","2017-01-17"
"20080","sysAgNPs","2025-01-20"
"20081","SyScSelection","2020-06-30"
"20082","sysfonts","2013-12-28"
"20083","sysid","2017-01-07"
"20084","syslognet","2020-01-08"
"20085","Sysrecon","2022-10-18"
"20086","systemfit","2002-06-06"
"20087","systemfonts","2019-06-28"
"20088","SystemicR","2020-05-08"
"20089","systemicrisk","2015-03-20"
"20090","syt","2018-07-30"
"20091","syuzhet","2015-02-22"
"20092","T2EQ","2016-08-31"
"20093","T2Qv","2022-05-18"
"20094","T4cluster","2020-09-23"
"20095","T4transport","2020-10-09"
"20096","tab","2014-01-18"
"20097","tab2xml","2025-02-21"
"20098","Taba","2020-01-18"
"20099","tabbycat","2021-11-23"
"20100","taber","2015-07-04"
"20101","tabit","2019-10-02"
"20102","tablaxlsx","2015-11-30"
"20103","table.express","2019-05-31"
"20104","table.glue","2020-09-30"
"20105","table1","2018-04-26"
"20106","Table1Heatmap","2014-03-04"
"20107","tablecompare","2022-06-21"
"20108","TableContainer","2025-06-19"
"20109","tabledown","2022-09-30"
"20110","tableeasy","2022-02-22"
"20111","TableHC","2019-11-06"
"20112","tableHTML","2016-06-26"
"20113","tableMatrix","2016-09-05"
"20114","TableMonster","2014-07-21"
"20115","tableone","2014-02-18"
"20116","tablerDash","2019-03-08"
"20117","tables","2011-11-29"
"20118","tablesgg","2020-12-02"
"20119","tablespan","2024-12-06"
"20120","tablet","2021-01-08"
"20121","TableToLongForm","2013-09-26"
"20122","tablexlsx","2023-02-14"
"20123","tabnet","2021-01-14"
"20124","taboolaR","2022-11-16"
"20125","tabs","2025-04-03"
"20126","tabshiftr","2020-05-13"
"20127","tabtibble","2025-03-10"
"20128","tabula","2018-12-03"
"20129","tabulapdf","2024-05-21"
"20130","tabularaster","2017-08-05"
"20131","tabularmaps","2020-08-04"
"20132","tabularMLC","2021-10-05"
"20133","tabulator","2021-01-08"
"20134","tabulog","2019-08-09"
"20135","tabuSearch","2011-11-20"
"20136","tabxplor","2021-09-14"
"20137","tacmagic","2019-03-06"
"20138","tactile","2017-11-15"
"20139","TAD","2024-11-28"
"20140","tada","2024-02-02"
"20141","TAF","2021-04-07"
"20142","TAG","2019-09-27"
"20143","tagcloud","2013-05-01"
"20144","tagr","2023-08-21"
"20145","tagtools","2023-07-18"
"20146","tAI","2025-04-16"
"20147","TailClassifier","2021-06-17"
"20148","tailDepFun","2016-03-26"
"20149","tailloss","2015-07-08"
"20150","tailplots","2025-04-18"
"20151","TailRank","2017-07-11"
"20152","tailTransform","2022-03-21"
"20153","taipan","2018-09-19"
"20154","talkr","2024-11-19"
"20155","tall","2025-02-06"
"20156","TAM","2013-07-01"
"20157","tame","2023-02-23"
"20158","tanaka","2019-03-08"
"20159","TANDEM","2016-06-08"
"20160","TangledFeatures","2023-02-14"
"20161","tangles","2019-10-11"
"20162","tangram","2017-05-03"
"20163","tangram.pipe","2021-07-05"
"20164","TapeR","2013-06-24"
"20165","TapeS","2023-03-09"
"20166","tapkee","2019-03-29"
"20167","tapLock","2024-10-28"
"20168","tapnet","2021-01-28"
"20169","TAQMNGR","2015-02-22"
"20170","TAR","2017-02-24"
"20171","tarchetypes","2021-02-01"
"20172","tarchives","2025-06-04"
"20173","tardis","2022-09-29"
"20174","targeted","2020-05-15"
"20175","targets","2021-01-21"
"20176","Tariff","2016-03-08"
"20177","TAShiny","2018-11-27"
"20178","tashu","2019-09-04"
"20179","taskscheduleR","2017-03-03"
"20180","tastypie","2021-02-10"
"20181","tatest","2018-07-18"
"20182","tatoo","2017-05-03"
"20183","tatooheene","2024-12-18"
"20184","tau","2009-08-26"
"20185","tauProcess","2023-05-11"
"20186","TauStar","2015-10-09"
"20187","tauturri","2018-02-26"
"20188","taxa","2017-07-16"
"20189","taxadb","2020-02-19"
"20190","taxalight","2021-03-01"
"20191","TaxaNorm","2023-12-12"
"20192","TaxicabCA","2018-07-18"
"20193","taxize","2012-12-04"
"20194","taxizedb","2017-05-04"
"20195","taxlist","2017-06-15"
"20196","taxnames","2024-07-08"
"20197","taxonomizr","2017-03-09"
"20198","taxotools","2018-09-16"
"20199","taylor","2021-08-17"
"20200","TaylorRussell","2023-11-30"
"20201","tayloRswift","2021-11-15"
"20202","TBA","2025-05-09"
"20203","tbd","2019-01-09"
"20204","tbea","2024-06-04"
"20205","TBEST","2013-11-17"
"20206","TBFmultinomial","2017-11-02"
"20207","tbl2xts","2017-06-23"
"20208","tbm","2019-04-09"
"20209","tboot","2020-08-01"
"20210","TBox","2024-06-07"
"20211","TBRDist","2020-07-01"
"20212","tbrf","2018-09-03"
"20213","TCA","2019-05-22"
"20214","tcftt","2020-07-23"
"20215","TCGAretriever","2016-07-13"
"20216","tcgaViz","2022-06-28"
"20217","TcGSA","2014-04-28"
"20218","TCHazaRds","2024-01-16"
"20219","tci","2021-02-26"
"20220","TCIApathfinder","2017-08-20"
"20221","TCIU","2020-08-27"
"20222","tcl","2019-09-20"
"20223","tcltk2","2006-02-10"
"20224","tclust","2010-03-18"
"20225","Tcomp","2016-10-17"
"20226","tcpl","2018-05-10"
"20227","tcplfit2","2021-07-14"
"20228","TCRconvertR","2025-04-17"
"20229","tcxr","2025-03-12"
"20230","td","2021-02-11"
"20231","TDA","2021-03-11"
"20232","TDAkit","2021-03-11"
"20233","TDApplied","2022-08-15"
"20234","tdarec","2025-05-26"
"20235","TDAstats","2018-07-20"
"20236","tdata","2023-06-12"
"20237","tdaunif","2020-10-26"
"20238","TDAvec","2022-08-22"
"20239","TDbook","2021-10-28"
"20240","TDboost","2022-09-13"
"20241","TDCM","2024-02-05"
"20242","tdcmStan","2022-05-09"
"20243","TDCor","2015-04-18"
"20244","TDIagree","2025-05-02"
"20245","tdigest","2019-08-01"
"20246","TDLM","2023-03-17"
"20247","TDPanalysis","2016-10-18"
"20248","tdr","2015-04-19"
"20249","tdROC","2016-03-30"
"20250","tdsa","2023-04-20"
"20251","tdsc","2018-09-30"
"20252","TDSTNN","2024-05-26"
"20253","tdthap","2007-11-22"
"20254","TE","2018-01-16"
"20255","tea","2017-01-22"
"20256","TeachHist","2021-04-08"
"20257","TeachingDemos","2005-07-12"
"20258","TeachingSampling","2009-03-14"
"20259","teal","2024-02-09"
"20260","teal.code","2023-09-12"
"20261","teal.data","2024-01-31"
"20262","teal.logger","2023-09-08"
"20263","teal.modules.clinical","2024-02-23"
"20264","teal.modules.general","2024-03-05"
"20265","teal.reporter","2023-09-08"
"20266","teal.slice","2024-02-06"
"20267","teal.transform","2024-02-17"
"20268","teal.widgets","2023-10-10"
"20269","tealeaves","2019-05-04"
"20270","teamcolors","2017-10-01"
"20271","tectonicr","2023-09-22"
"20272","teda","2016-10-27"
"20273","tehtuner","2022-11-07"
"20274","teigen","2012-07-04"
"20275","Tejapi","2018-11-04"
"20276","telefit","2018-08-10"
"20277","telegram","2015-12-24"
"20278","telegram.bot","2018-02-12"
"20279","telemetR","2023-04-13"
"20280","telescope","2024-06-15"
"20281","TELP","2023-08-18"
"20282","telraamStats","2024-05-27"
"20283","TempCont","2019-03-19"
"20284","tempdisagg","2012-04-02"
"20285","temperatureresponse","2017-10-11"
"20286","templateICAr","2022-03-09"
"20287","templates","2017-01-07"
"20288","templr","2022-08-31"
"20289","Temporal","2018-10-07"
"20290","TemporalGSSA","2022-03-02"
"20291","tempR","2016-06-28"
"20292","TempStable","2023-03-17"
"20293","tempted","2024-01-11"
"20294","Tendril","2020-02-11"
"20295","tenispolaR","2019-03-08"
"20296","tenm","2024-07-23"
"20297","tensor","2000-09-14"
"20298","tensorA","2006-07-10"
"20299","tensorBF","2016-12-29"
"20300","tensorBSS","2016-04-19"
"20301","TensorClustering","2021-04-09"
"20302","tensorEVD","2023-11-14"
"20303","tensorflow","2017-03-22"
"20304","tensorMiss","2024-03-23"
"20305","TensorPreAve","2022-11-08"
"20306","tensorregress","2019-11-04"
"20307","tensorsparse","2019-08-05"
"20308","TensorTest2D","2020-11-05"
"20309","TensorTools","2024-10-17"
"20310","tensorTS","2021-04-21"
"20311","tensr","2016-02-03"
"20312","tepr","2025-04-22"
"20313","TEQR","2010-11-10"
"20314","tergm","2013-04-27"
"20315","tergmLite","2020-02-29"
"20316","tergo","2025-02-05"
"20317","term","2019-12-15"
"20318","terminaldigits","2022-05-13"
"20319","tern","2023-06-19"
"20320","tern.gee","2023-12-12"
"20321","tern.mmrm","2023-12-14"
"20322","Ternary","2017-11-23"
"20323","ternvis","2012-03-30"
"20324","terra","2020-03-20"
"20325","terrainmeshr","2020-04-29"
"20326","terrainr","2021-02-23"
"20327","TesiproV","2022-01-17"
"20328","TESS","2012-10-10"
"20329","tesselle","2022-04-28"
"20330","tesseract","2016-11-04"
"20331","test2norm","2019-10-16"
"20332","TestAnaAPP","2023-09-11"
"20333","testarguments","2021-05-28"
"20334","testassay","2016-11-29"
"20335","testCompareR","2023-06-27"
"20336","TestCor","2019-02-08"
"20337","testcorr","2020-02-29"
"20338","testdat","2021-11-12"
"20339","TestDataImputation","2016-08-11"
"20340","TestDesign","2019-08-20"
"20341","TestDimorph","2019-06-14"
"20342","testDriveR","2018-09-01"
"20343","testequavar","2019-08-20"
"20344","tester","2013-07-12"
"20345","testex","2024-04-04"
"20346","testforDEP","2017-01-07"
"20347","TestFunctions","2016-09-27"
"20348","TestGardener","2021-04-19"
"20349","TestGenerator","2024-02-01"
"20350","TestIndVars","2024-04-17"
"20351","TestingSimilarity","2015-09-16"
"20352","testit","2013-06-28"
"20353","TestScorer","2013-04-19"
"20354","TestsSymmetry","2024-03-01"
"20355","testthat","2009-11-30"
"20356","testthatmulti","2024-02-05"
"20357","testthis","2017-10-27"
"20358","testtwice","2020-09-15"
"20359","tetraclasse","2017-07-15"
"20360","tetragon","2021-11-22"
"20361","tetrascatt","2023-02-27"
"20362","tetRys","2024-07-21"
"20363","Tex4exams","2023-05-12"
"20364","TeXCheckR","2017-04-09"
"20365","TexExamRandomizer","2017-11-27"
"20366","texmex","2010-12-21"
"20367","texor","2023-06-08"
"20368","TExPosition","2012-06-21"
"20369","texPreview","2017-04-03"
"20370","texreg","2012-06-20"
"20371","text","2020-11-23"
"20372","text.alignment","2020-03-30"
"20373","text2emotion","2025-05-12"
"20374","text2map","2021-08-24"
"20375","text2sdg","2021-10-12"
"20376","text2sdgData","2023-03-16"
"20377","text2speech","2019-05-16"
"20378","text2vec","2016-01-10"
"20379","textab","2023-03-27"
"20380","textanalyzer","2025-01-29"
"20381","textAnnotatoR","2024-11-12"
"20382","textBoxPlacement","2023-03-16"
"20383","textcat","2009-10-21"
"20384","textclean","2017-01-10"
"20385","textdata","2019-06-12"
"20386","texteffect","2017-11-27"
"20387","texter","2021-08-17"
"20388","TextForecast","2019-02-08"
"20389","textir","2011-01-23"
"20390","textmineR","2015-12-30"
"20391","TextMiningGUI","2020-08-11"
"20392","textometry","2013-07-31"
"20393","textplot","2020-04-28"
"20394","textpress","2024-10-14"
"20395","textrank","2017-11-22"
"20396","textrar","2024-04-23"
"20397","textrecipes","2018-12-18"
"20398","textreg","2015-02-02"
"20399","textreuse","2015-10-31"
"20400","textshape","2016-12-31"
"20401","textshaping","2020-09-17"
"20402","textstem","2017-02-27"
"20403","textTinyR","2017-01-07"
"20404","textTools","2021-02-05"
"20405","textutils","2016-12-17"
"20406","tf","2024-03-18"
"20407","TFactSR","2023-08-31"
"20408","tfaddons","2020-06-02"
"20409","tfarima","2020-11-09"
"20410","tfautograph","2019-10-09"
"20411","tfCox","2019-08-01"
"20412","tfdatasets","2018-01-15"
"20413","tfdeploy","2019-02-05"
"20414","tfer","2010-11-03"
"20415","tfevents","2023-02-14"
"20416","tfhub","2019-12-18"
"20417","tfio","2019-02-05"
"20418","TFisher","2017-11-07"
"20419","TFM","2024-11-14"
"20420","TFMPvalue","2014-03-31"
"20421","tfNeuralODE","2023-10-16"
"20422","tfprobability","2019-10-30"
"20423","tframe","2000-04-21"
"20424","tframePlus","2008-05-08"
"20425","TFRE","2024-01-31"
"20426","tfrmt","2022-12-06"
"20427","tfrmtbuilder","2023-09-13"
"20428","tfruns","2017-08-24"
"20429","TFunHDDC","2023-05-24"
"20430","tgamtheme","2021-02-05"
"20431","tgcd","2015-06-07"
"20432","tggd","2015-12-03"
"20433","tgp","2006-01-05"
"20434","tgram","2010-04-02"
"20435","TGS","2018-11-16"
"20436","TGST","2020-11-23"
"20437","tgver","2022-03-08"
"20438","TH.data","2013-09-02"
"20439","thaipdf","2022-04-22"
"20440","thames","2023-10-18"
"20441","thamesmix","2025-06-23"
"20442","thankr","2017-04-14"
"20443","ThankYouStars","2017-09-17"
"20444","theft","2022-04-27"
"20445","theftdlc","2024-03-14"
"20446","theiaR","2019-02-27"
"20447","thematic","2021-01-16"
"20448","themis","2020-01-13"
"20449","TheOpenAIR","2023-04-27"
"20450","theorytools","2025-01-14"
"20451","ThermalSampleR","2022-02-21"
"20452","Thermimage","2015-04-10"
"20453","ThermIndex","2017-07-25"
"20454","thermocouple","2014-12-08"
"20455","TheSFACE","2022-06-01"
"20456","thestats","2022-01-04"
"20457","thgenetics","2010-09-23"
"20458","thief","2016-09-07"
"20459","thinkr","2018-02-20"
"20460","this.path","2020-11-11"
"20461","thisutils","2025-06-17"
"20462","ThomasJeffersonUniv","2022-05-18"
"20463","thor","2018-07-18"
"20464","thorn","2020-10-22"
"20465","THREC","2023-12-19"
"20466","thredds","2022-02-14"
"20467","threeBrain","2019-06-28"
"20468","ThreeGroups","2012-10-29"
"20469","threejs","2015-05-19"
"20470","threesixtygiving","2020-12-02"
"20471","ThreeWay","2012-10-29"
"20472","ThreeWiseMonkeys","2020-04-22"
"20473","threewords","2015-08-08"
"20474","threg","2013-04-18"
"20475","thregI","2016-03-14"
"20476","Thresher","2018-04-11"
"20477","ThresholdROC","2011-12-08"
"20478","ThresholdROCsurvival","2022-07-08"
"20479","threshr","2017-09-04"
"20480","thriftr","2018-09-25"
"20481","thunder","2021-03-18"
"20482","ThurMod","2023-09-19"
"20483","thurstonianIRT","2019-08-09"
"20484","tibble","2016-03-23"
"20485","tibbletime","2017-09-07"
"20486","tibblify","2020-09-23"
"20487","tican","2024-08-28"
"20488","tickr","2025-04-10"
"20489","tictactoe","2016-12-28"
"20490","tictoc","2021-04-19"
"20491","TideCurves","2016-03-20"
"20492","TideHarmonics","2015-12-25"
"20493","Tides","2013-05-27"
"20494","TideTables","2015-12-01"
"20495","tidier","2023-04-27"
"20496","tidyAML","2023-02-16"
"20497","tidybayes","2018-08-02"
"20498","tidyBdE","2021-04-08"
"20499","tidybins","2021-10-14"
"20500","tidyboot","2017-10-03"
"20501","tidycat","2020-06-02"
"20502","tidyCDISC","2022-08-30"
"20503","tidycensus","2017-06-20"
"20504","tidychangepoint","2024-08-19"
"20505","tidycharts","2021-08-23"
"20506","tidyclust","2022-11-24"
"20507","tidycmprsk","2021-11-19"
"20508","tidycode","2019-05-20"
"20509","tidycomm","2019-09-19"
"20510","TidyConsultant","2021-11-02"
"20511","tidycountries","2024-09-12"
"20512","tidyCpp","2020-10-10"
"20513","tidycwl","2019-11-28"
"20514","tidydann","2023-09-27"
"20515","tidydatatutor","2021-12-10"
"20516","tidydelta","2024-07-18"
"20517","tidyDenovix","2024-01-18"
"20518","TidyDensity","2022-01-21"
"20519","tidydfidx","2025-06-16"
"20520","tidydice","2019-11-15"
"20521","tidydr","2021-12-08"
"20522","tidyedgar","2024-02-04"
"20523","tidyEdSurvey","2023-06-19"
"20524","tidyEmoji","2022-02-18"
"20525","tidyestimate","2021-06-21"
"20526","tidyfast","2020-03-20"
"20527","tidyfinance","2024-03-05"
"20528","tidyfit","2022-10-31"
"20529","tidyfst","2020-02-24"
"20530","tidyft","2020-04-10"
"20531","tidygam","2023-05-09"
"20532","tidygapminder","2019-12-06"
"20533","tidygate","2020-07-06"
"20534","tidygenomics","2017-06-26"
"20535","tidygeocoder","2019-10-25"
"20536","tidygeoRSS","2020-06-14"
